"Id","Label","Interval"
"http://www.webmd.com/cancer/acute-lymphoblastic-leukemia","http://www.webmd.com/cancer/acute-lymphoblastic-leukemia","True"
"http://www.webmd.com/cancer/acute-myeloid-leukemia-symptoms-treatments","http://www.webmd.com/cancer/acute-myeloid-leukemia-symptoms-treatments","True"
"http://www.webmd.com/mental-health/tc/Alcohol-and-Drug-Problems-Topic-Overview","http://www.webmd.com/mental-health/tc/Alcohol-and-Drug-Problems-Topic-Overview","True"
"http://www.webmd.com/balance/what-is-alternative-medicine","http://www.webmd.com/balance/what-is-alternative-medicine","True"
"http://www.webmd.com/a-to-z-guides/amyloidosis-symptoms-causes-treatments","http://www.webmd.com/a-to-z-guides/amyloidosis-symptoms-causes-treatments","True"
"http://www.webmd.com/a-to-z-guides/understanding-anemia-basics","http://www.webmd.com/a-to-z-guides/understanding-anemia-basics","True"
"http://www.webmd.com/digestive-disorders/digestive-diseases-appendicitis","http://www.webmd.com/digestive-disorders/digestive-diseases-appendicitis","True"
"http://www.webmd.com/skin-problems-and-treatments/slideshow-birthmarks","http://www.webmd.com/skin-problems-and-treatments/slideshow-birthmarks","True"
"http://www.webmd.com/cancer/tc/Bladder-Cancer-Topic-Overview","http://www.webmd.com/cancer/tc/Bladder-Cancer-Topic-Overview","True"
"http://www.webmd.com/a-to-z-guides/blood-disorder-types-and-treatment","http://www.webmd.com/a-to-z-guides/blood-disorder-types-and-treatment","True"
"http://www.webmd.com/cancer/bone-tumors","http://www.webmd.com/cancer/bone-tumors","True"
"http://www.webmd.com/cancer/brain-cancer/default.htm","http://www.webmd.com/cancer/brain-cancer/default.htm","True"
"http://www.webmd.com/brain/brain-diseases","http://www.webmd.com/brain/brain-diseases","True"
"http://www.webmd.com/breast-cancer/default.htm","http://www.webmd.com/breast-cancer/default.htm","True"
"http://www.webmd.com/cancer/burkitt-lymphoma-prognosis-diagnosis-treatments","http://www.webmd.com/cancer/burkitt-lymphoma-prognosis-diagnosis-treatments","True"
"http://www.webmd.com/cancer/default.htm","http://www.webmd.com/cancer/default.htm","True"
"http://www.webmd.com/healthy-aging/guide/eye-health-cataracts-eyes","http://www.webmd.com/healthy-aging/guide/eye-health-cataracts-eyes","True"
"http://www.webmd.com/cancer/tc/Cervical-Cancer-Topic-Overview","http://www.webmd.com/cancer/tc/Cervical-Cancer-Topic-Overview","True"
"http://www.webmd.com/cancer/cervical-cancer/cervical-dysplasia-symptoms-causes-treatments","http://www.webmd.com/cancer/cervical-cancer/cervical-dysplasia-symptoms-causes-treatments","True"
"http://www.webmd.com/cancer/chronic-lymphocytic-leukemia","http://www.webmd.com/cancer/chronic-lymphocytic-leukemia","True"
"http://www.webmd.com/colorectal-cancer/default.htm","http://www.webmd.com/colorectal-cancer/default.htm","True"
"http://www.webmd.com/skin-problems-and-treatments/cysts","http://www.webmd.com/skin-problems-and-treatments/cysts","True"
"http://www.webmd.com/oral-health/default.htm","http://www.webmd.com/oral-health/default.htm","True"
"http://www.webmd.com/baby/tc/Gestational-Diabetes-Topic-Overview","http://www.webmd.com/baby/tc/Gestational-Diabetes-Topic-Overview","True"
"http://www.webmd.com/hepatitis/enlarged-liver-causes","http://www.webmd.com/hepatitis/enlarged-liver-causes","True"
"http://www.webmd.com/a-to-z-guides/fine-needle-aspiration","http://www.webmd.com/a-to-z-guides/fine-needle-aspiration","True"
"http://www.webmd.com/cancer/fish-cancer-test","http://www.webmd.com/cancer/fish-cancer-test","True"
"http://www.webmd.com/digestive-disorders/tc/Gas-Flatus-Topic-Overview","http://www.webmd.com/digestive-disorders/tc/Gas-Flatus-Topic-Overview","True"
"http://www.webmd.com/digestive-disorders/digestive-diseases-gastritis","http://www.webmd.com/digestive-disorders/digestive-diseases-gastritis","True"
"http://www.webmd.com/sexual-conditions/HPV-Genital-Warts/","http://www.webmd.com/sexual-conditions/HPV-Genital-Warts/","True"
"http://www.webmd.com/baby/tc/Gestational-Diabetes-Topic-Overview","http://www.webmd.com/baby/tc/Gestational-Diabetes-Topic-Overview","True"
"http://www.webmd.com/a-to-z-guides/hashimotos-thyroiditis-symptoms-causes-treatments","http://www.webmd.com/a-to-z-guides/hashimotos-thyroiditis-symptoms-causes-treatments","True"
"http://www.webmd.com/a-to-z-guides/hearing-loss-causes-symptoms-treatment","http://www.webmd.com/a-to-z-guides/hearing-loss-causes-symptoms-treatment","True"
"http://www.webmd.com/a-to-z-guides/Hiccups-Topic-Overview","http://www.webmd.com/a-to-z-guides/Hiccups-Topic-Overview","True"
"http://www.webmd.com/skin-problems-and-treatments/guide/skin-conditions-hives-urticaria-angioedema","http://www.webmd.com/skin-problems-and-treatments/guide/skin-conditions-hives-urticaria-angioedema","True"
"http://www.webmd.com/cancer/understanding-hodgkins-disease-basic-information","http://www.webmd.com/cancer/understanding-hodgkins-disease-basic-information","True"
"http://www.webmd.com/smoking-cessation/hypnosis-for-quitting-smoking","http://www.webmd.com/smoking-cessation/hypnosis-for-quitting-smoking","True"
"http://www.webmd.com/sexual-conditions/HPV-Genital-Warts/","http://www.webmd.com/sexual-conditions/HPV-Genital-Warts/","True"
"http://www.webmd.com/smoking-cessation/hypnosis-for-quitting-smoking","http://www.webmd.com/smoking-cessation/hypnosis-for-quitting-smoking","True"
"http://www.webmd.com/a-to-z-guides/hypothyroidism-underactive-thyroid-symptoms-causes-treatments","http://www.webmd.com/a-to-z-guides/hypothyroidism-underactive-thyroid-symptoms-causes-treatments","True"
"http://www.webmd.com/a-to-z-guides/bacterial-and-viral-infections","http://www.webmd.com/a-to-z-guides/bacterial-and-viral-infections","True"
"http://www.webmd.com/cancer/integrative-med-cancer-7/default.htm","http://www.webmd.com/cancer/integrative-med-cancer-7/default.htm","True"
"http://www.webmd.com/lung/interventional-pulmonology-uses-effects","http://www.webmd.com/lung/interventional-pulmonology-uses-effects","True"
"http://www.webmd.com/a-to-z-guides/kidney-cyst-causes-symptoms-treatments","http://www.webmd.com/a-to-z-guides/kidney-cyst-causes-symptoms-treatments","True"
"http://www.webmd.com/baby/guide/pregnancy-labor","http://www.webmd.com/baby/guide/pregnancy-labor","True"
"http://www.webmd.com/a-to-z-guides/Laryngitis-Topic-Overview","http://www.webmd.com/a-to-z-guides/Laryngitis-Topic-Overview","True"
"http://www.webmd.com/cancer/tc/Leukemia-Topic-Overview","http://www.webmd.com/cancer/tc/Leukemia-Topic-Overview","True"
"http://www.webmd.com/cancer/childhood-leukemia-symptoms-treatments","http://www.webmd.com/cancer/childhood-leukemia-symptoms-treatments","True"
"http://www.webmd.com/cancer/understanding-liver-cancer-basic-information","http://www.webmd.com/cancer/understanding-liver-cancer-basic-information","True"
"http://www.webmd.com/lung-cancer/default.htm","http://www.webmd.com/lung-cancer/default.htm","True"
"http://www.webmd.com/lung/lung-transplant-surgery","http://www.webmd.com/lung/lung-transplant-surgery","True"
"http://www.webmd.com/melanoma-skin-cancer/slideshow-precancerous-skin-lesions-and-skin-cancer","http://www.webmd.com/melanoma-skin-cancer/slideshow-precancerous-skin-lesions-and-skin-cancer","True"
"http://www.webmd.com/melanoma-skin-cancer/default.htm","http://www.webmd.com/melanoma-skin-cancer/default.htm","True"
"http://www.webmd.com/brain/meningioma-causes-symptoms-treatment","http://www.webmd.com/brain/meningioma-causes-symptoms-treatment","True"
"http://www.webmd.com/women/tc/Missed-or-Irregular-Periods-Topic-Overview","http://www.webmd.com/women/tc/Missed-or-Irregular-Periods-Topic-Overview","True"
"http://www.webmd.com/skin-problems-and-treatments/guide/skin-conditions-moles-freckles-skin-tags","http://www.webmd.com/skin-problems-and-treatments/guide/skin-conditions-moles-freckles-skin-tags","True"
"http://www.webmd.com/cancer/multiple-myeloma-symptoms-causes-treatment","http://www.webmd.com/cancer/multiple-myeloma-symptoms-causes-treatment","True"
"http://www.webmd.com/a-to-z-guides/myelodysplastic-syndrome-causes-symptoms-treatment","http://www.webmd.com/a-to-z-guides/myelodysplastic-syndrome-causes-symptoms-treatment","True"
"http://www.webmd.com/cancer/non-hodgkins-lymphoma/non-hodgkins-lymphoma-topic-overview","http://www.webmd.com/cancer/non-hodgkins-lymphoma/non-hodgkins-lymphoma-topic-overview","True"
"http://www.webmd.com/oral-health/default.htm","http://www.webmd.com/oral-health/default.htm","True"
"http://www.webmd.com/a-to-z-guides/organ-donation-facts","http://www.webmd.com/a-to-z-guides/organ-donation-facts","True"
"http://www.webmd.com/food-recipes/ss/slideshow-to-buy-or-not-to-buy-organic","http://www.webmd.com/food-recipes/ss/slideshow-to-buy-or-not-to-buy-organic","True"
"http://www.webmd.com/ovarian-cancer/default.htm","http://www.webmd.com/ovarian-cancer/default.htm","True"
"http://www.webmd.com/a-to-z-guides/digestive-diseases-pancreatic-cancer","http://www.webmd.com/a-to-z-guides/digestive-diseases-pancreatic-cancer","True"
"http://www.webmd.com/lung/pneumonia-topic-overview","http://www.webmd.com/lung/pneumonia-topic-overview","True"
"http://www.webmd.com/colorectal-cancer/tc/Colon-Polyps-Topic-Overview","http://www.webmd.com/colorectal-cancer/tc/Colon-Polyps-Topic-Overview","True"
"http://www.webmd.com/melanoma-skin-cancer/slideshow-precancerous-skin-lesions-and-skin-cancer","http://www.webmd.com/melanoma-skin-cancer/slideshow-precancerous-skin-lesions-and-skin-cancer","True"
"http://www.webmd.com/prostate-cancer/default.htm","http://www.webmd.com/prostate-cancer/default.htm","True"
"http://www.webmd.com/a-to-z-guides/proteinuria-protein-in-urine","http://www.webmd.com/a-to-z-guides/proteinuria-protein-in-urine","True"
"http://www.webmd.com/skin-problems-and-treatments/psoriasis/laser-treatment-for-psoriasis","http://www.webmd.com/skin-problems-and-treatments/psoriasis/laser-treatment-for-psoriasis","True"
"http://www.webmd.com/cancer/radioembolization-uses-benefits-risks","http://www.webmd.com/cancer/radioembolization-uses-benefits-risks","True"
